cancion_id,instrumento,tamano_segmento,grado_polinomio,f_nota,f_volumen,f_dura
0,108,128,7,1020.101562,1749.910156,30194.708984
0,108,256,2,47.428482,81.278900,178.516678
0,108,256,3,42.852066,73.372002,94.763756
0,108,256,4,41.512337,71.092995,41.274841
0,108,256,5,45.817913,78.501366,609.397400
0,108,256,6,250.441132,429.653351,7329.841797
0,108,256,7,1981.089355,3398.541504,58689.714844
0,108,512,2,61.282482,105.031937,684.631287
0,108,512,3,49.884319,85.461510,241.761826
0,108,512,4,45.513363,77.966431,147.592270
0,108,512,5,49.202133,84.279350,655.314575
0,108,512,6,433.380585,743.330322,12797.497070
0,108,512,7,176.925751,303.309692,5083.351562
0,108,1024,2,99.924774,170.897629,1722.700195
0,108,1024,3,62.080971,106.133873,755.383911
0,108,1024,4,54.074932,92.158768,326.070801
0,108,1024,5,51.478279,87.984001,401.847443
0,108,1024,6,110.587105,189.622055,2963.190430
0,108,1024,7,182.750443,313.544159,5238.417480
0,108,2048,2,248.026230,425.563995,5331.802246
0,108,2048,3,114.323761,195.242371,2098.522217
0,108,2048,4,68.803345,117.805229,1043.430908
0,108,2048,5,66.056633,112.896942,1040.389404
0,108,2048,6,296.527344,508.536194,8694.024414
0,108,2048,7,-nan,-nan,-nan
1,-1,8,2,31.326700,40.260445,0.034077
1,-1,8,3,18.017456,22.929884,0.017369
1,-1,8,4,8.677308,11.131567,0.019398
1,-1,8,5,8.636037,8.354887,0.292570
1,-1,8,6,364.209869,209.737183,16.776295
1,-1,8,7,3801.863281,2188.579590,175.137314
1,-1,16,2,38.295166,50.390923,0.082005
1,-1,16,3,36.076351,46.494041,0.039031
1,-1,16,4,33.731312,43.043259,0.028945
1,-1,16,5,27.964048,33.985718,0.419730
1,-1,16,6,114.616714,68.684608,5.223338
1,-1,16,7,1846.587158,1063.355957,85.061333
1,-1,32,2,44.272430,59.364471,0.178401
1,-1,32,3,40.782913,54.206108,0.097198
1,-1,32,4,38.640377,50.995415,0.062524
1,-1,32,5,38.484863,48.794151,0.484514
1,-1,32,6,133.108704,87.154350,5.903366
1,-1,32,7,40723.003906,24790.613281,1848.172119
1,-1,64,2,52.060368,70.783073,0.484215
1,-1,64,3,46.617519,62.551212,0.227317
1,-1,64,4,44.188335,59.220184,0.171425
1,-1,64,5,44.077057,56.696690,0.603143
1,-1,64,6,183.986618,116.703087,8.264453
1,-1,64,7,55869.394531,32360.675781,2568.853271
1,-1,128,2,69.577812,93.860085,2.396311
1,-1,128,3,56.564545,77.952377,0.778935
1,-1,128,4,51.174286,69.459679,0.656596
1,-1,128,5,49.087135,65.750397,0.511040
1,-1,128,6,94.866241,79.172386,3.814603
1,-1,128,7,658.982239,384.292816,30.268198
1,-1,256,2,109.186798,138.803055,4.570622
1,-1,256,3,82.359695,108.192947,2.716482
1,-1,256,4,67.270554,94.179626,1.303174
1,-1,256,5,63.799744,86.706657,1.262413
1,-1,256,6,169.190109,119.914345,7.404190
1,-1,256,7,1279.098511,738.206970,58.907017
1,-1,512,2,240.850143,296.126221,18.025785
1,-1,512,3,126.852501,151.311813,5.988655
1,-1,512,4,99.879753,125.249084,3.970200
1,-1,512,5,84.887688,112.249725,3.162771
1,-1,512,6,287.909271,190.255646,13.050582
1,-1,512,7,131.510544,120.206467,5.422562
1,-1,1024,2,460.682129,532.684143,27.898188
1,-1,1024,3,259.455353,318.649323,17.574923
1,-1,1024,4,156.665237,191.404099,8.813704
1,-1,1024,5,127.413193,156.296555,4.515261
1,-1,1024,6,130.405243,143.230316,5.209466
1,-1,1024,7,159.813263,151.180359,6.626656
1,-1,2048,2,809.044556,840.574097,35.222015
1,-1,2048,3,643.143311,696.226318,28.406103
1,-1,2048,4,383.807587,433.744232,20.480093
1,-1,2048,5,321.041443,362.031921,14.024431
1,-1,2048,6,287.303955,273.318329,11.849222
1,-1,2048,7,-nan,-nan,-nan
1,0,8,2,23.449568,28.504654,0.187058
1,0,8,3,12.551429,15.070250,0.064067
1,0,8,4,7.902540,9.480285,0.316284
1,0,8,5,37.635254,47.476479,5.685531
1,0,8,6,2137.341309,2698.743408,326.080322
1,0,8,7,22312.857422,28173.669922,3404.146484
1,0,16,2,47.328766,58.004971,0.401794
1,0,16,3,30.479496,36.943024,0.202358
1,0,16,4,21.248194,25.541203,0.231199
1,0,16,5,55.691044,70.046371,8.151220
1,0,16,6,665.579102,840.395569,101.524597
1,0,16,7,10837.571289,13684.123047,1653.315796
1,0,32,2,74.286842,94.086395,1.254757
1,0,32,3,56.494305,70.281509,0.518204
1,0,32,4,47.150414,57.553936,0.373034
1,0,32,5,72.304901,90.371216,9.381036
1,0,32,6,752.712097,950.325195,114.741875
1,0,32,7,235800.703125,297574.406250,35914.960938
1,0,64,2,118.377533,152.913651,2.012001
1,0,64,3,86.394684,109.342178,1.266729
1,0,64,4,69.144463,86.616364,0.777212
1,0,64,5,96.716805,121.349022,11.513951
1,0,64,6,1054.291870,1331.112793,160.629898
1,0,64,7,327164.062500,412980.875000,49915.457031
1,0,128,2,189.106598,243.077423,10.235027
1,0,128,3,139.008041,180.817978,3.334821
1,0,128,4,120.164879,156.348068,2.505386
1,0,128,5,108.455887,139.732178,6.815596
1,0,128,6,491.455719,620.813416,73.841225
1,0,128,7,3859.387939,4872.793457,588.333130
1,0,256,2,277.603241,354.973724,16.142580
1,0,256,3,210.200607,274.635101,10.043267
1,0,256,4,183.457520,235.938538,5.221558
1,0,256,5,173.908722,226.204514,12.218446
1,0,256,6,946.553955,1195.932373,142.810822
1,0,256,7,7496.062012,9464.534180,1143.266479
1,0,512,2,609.971069,742.896362,79.530197
1,0,512,3,332.094849,420.661499,25.572733
1,0,512,4,287.717133,368.290192,17.907654
1,0,512,5,257.087769,334.108368,18.164007
1,0,512,6,1638.248047,2069.590576,247.788071
1,0,512,7,682.981140,865.002563,98.970665
1,0,1024,2,966.142273,1154.296021,123.488770
1,0,1024,3,675.718689,799.727295,78.630730
1,0,1024,4,436.733643,559.300903,39.398544
1,0,1024,5,351.789185,457.671173,22.234558
1,0,1024,6,500.062958,638.776001,61.354099
1,0,1024,7,741.756042,941.637573,104.197266
1,0,2048,2,2058.143066,2614.244629,658.331970
1,0,2048,3,1112.534790,1412.376343,206.340576
1,0,2048,4,944.017090,1114.136719,146.732529
1,0,2048,5,819.380432,964.485168,107.472252
1,0,2048,6,1270.768677,1580.573975,181.475021
1,0,2048,7,-nan,-nan,-nan
1,25,8,2,0.667544,1.513895,2.882876
1,25,8,3,0.316037,0.716727,1.445436
1,25,8,4,0.144233,0.327099,14.769132
1,25,8,5,0.250912,0.568856,268.663544
1,25,8,6,11.852039,26.866657,15408.817383
1,25,8,7,123.727226,280.469147,160861.734375
1,25,16,2,0.891533,2.021869,3.850371
1,25,16,3,0.648424,1.470533,2.804477
1,25,16,4,0.404664,0.917719,10.047315
1,25,16,5,0.371224,0.841652,385.165253
1,25,16,6,3.693913,8.373666,4797.635742
1,25,16,7,60.106403,136.251892,78127.242188
1,25,32,2,4.583751,10.395289,23.565586
1,25,32,3,1.467056,3.327074,7.186560
1,25,32,4,1.172230,2.658449,11.338918
1,25,32,5,0.858467,1.946742,443.157074
1,25,32,6,4.211468,9.546856,5422.196777
1,25,32,7,1331.180908,3017.637939,1697265.375000
1,25,64,2,7.256855,16.457502,37.462662
1,25,64,3,4.486248,10.174163,23.077307
1,25,64,4,2.193811,4.975248,16.275486
1,25,64,5,1.397323,3.168803,543.738220
1,25,64,6,5.982576,13.562673,7590.323242
1,25,64,7,1831.598511,4151.986328,2358776.500000
1,25,128,2,8.754754,19.854528,45.236515
1,25,128,3,7.053178,15.995598,36.406776
1,25,128,4,5.125465,11.623816,30.623659
1,25,128,5,3.330484,7.553075,311.892578
1,25,128,6,3.366089,7.631069,3488.768311
1,25,128,7,21.457792,48.641258,27802.310547
1,25,256,2,21.242769,48.175556,216.574814
1,25,256,3,21.127796,47.914806,105.222313
1,25,256,4,14.883195,33.752956,76.774216
1,25,256,5,14.727245,33.399265,564.552002
1,25,256,6,12.658390,28.705132,6749.249023
1,25,256,7,43.019131,97.514374,54042.585938
1,25,512,2,36.076828,81.816902,509.014252
1,25,512,3,24.015642,54.464005,236.594742
1,25,512,4,23.894575,54.189457,130.652451
1,25,512,5,20.320435,46.083832,603.364502
1,25,512,6,20.344286,46.131248,11715.252930
1,25,512,7,17.380892,39.416821,4656.684082
1,25,1024,2,50.212601,113.874748,692.817749
1,25,1024,3,36.008801,81.662689,497.838043
1,25,1024,4,26.621504,60.373707,304.560242
1,25,1024,5,24.801146,56.245430,275.511139
1,25,1024,6,24.684040,55.979900,2708.296875
1,25,1024,7,24.723206,56.067814,4797.046875
1,25,2048,2,67.958801,154.121613,4672.546875
1,25,2048,3,65.145386,147.740219,1401.170288
1,25,2048,4,51.281166,116.298439,1099.271484
1,25,2048,5,47.751328,108.293129,797.979736
1,25,2048,6,43.244099,98.077454,7976.867188
1,25,2048,7,-nan,-nan,-nan
1,32,8,2,13.581087,30.763468,0.211352
1,32,8,3,6.150093,13.909286,0.082675
