cancion_id,instrumento,grado,variable,pendiente,interseccion,x_min,x_max
0,-1,2,nota,0.5843798818982702,0.8093432152030222,0.9030899869919435,3.3113299523037933
0,-1,2,volumen,0.5823612867452294,0.9688790569603254,0.9030899869919435,3.3113299523037933
0,-1,2,dura,1.4918584281973037,-2.634623676567374,0.9030899869919435,3.3113299523037933
0,-1,3,nota,0.5944168734942319,0.6444678384391993,0.9030899869919435,3.3113299523037933
0,-1,3,volumen,0.591926936761581,0.8098896153095199,0.9030899869919435,3.3113299523037933
0,-1,3,dura,1.5331082797334927,-3.0318711753012644,0.9030899869919435,3.3113299523037933
0,-1,4,nota,0.5729356126783202,0.6038607240526717,0.9030899869919435,3.3113299523037933
0,-1,4,volumen,0.5778479680967319,0.7557778677220583,0.9030899869919435,3.3113299523037933
0,-1,4,dura,1.3692654927319927,-2.796178251905496,0.9030899869919435,3.3113299523037933
0,-1,5,nota,0.5318769192438615,0.6532388489306371,0.9030899869919435,3.3113299523037933
0,-1,5,volumen,0.5342232939602258,0.8115660967110232,0.9030899869919435,3.3113299523037933
0,-1,5,dura,0.5875704844460362,-0.5928659610454763,0.9030899869919435,3.3113299523037933
0,-1,6,nota,0.02870463728103667,2.3041080523917024,0.9030899869919435,3.3113299523037933
0,-1,6,volumen,0.030001304485228444,2.4527686069440326,0.9030899869919435,3.3113299523037933
0,-1,6,dura,-0.012164225711476337,1.5497703360634056,0.9030899869919435,3.3113299523037933
0,-1,7,nota,,,0.9030899869919435,3.3113299523037933
0,-1,7,volumen,,,0.9030899869919435,3.3113299523037933
0,-1,7,dura,,,0.9030899869919435,3.3113299523037933
0,0,2,nota,0.5021826419231344,0.8850794803616455,0.9030899869919435,3.3113299523037933
0,0,2,volumen,0.48730180362116476,1.1460312624614555,0.9030899869919435,3.3113299523037933
0,0,2,dura,1.4216208485802777,-1.6837996671460558,0.9030899869919435,3.3113299523037933
0,0,3,nota,0.5152892368896508,0.7193227141981047,0.9030899869919435,3.3113299523037933
0,0,3,volumen,0.4988305072837759,0.9807384043918383,0.9030899869919435,3.3113299523037933
0,0,3,dura,1.4434938271811855,-2.052422141687041,0.9030899869919435,3.3113299523037933
0,0,4,nota,0.5326017383363166,0.6066027077996283,0.9030899869919435,3.3113299523037933
0,0,4,volumen,0.5177329756007069,0.8650100323924508,0.9030899869919435,3.3113299523037933
0,0,4,dura,1.0579499976719573,-1.165488116578382,0.9030899869919435,3.3113299523037933
0,0,5,nota,0.2638977022450809,1.3424940378369425,0.9030899869919435,3.3113299523037933
0,0,5,volumen,0.2445979199215361,1.6204268879452444,0.9030899869919435,3.3113299523037933
0,0,5,dura,0.24685306510301736,1.3013713247276772,0.9030899869919435,3.3113299523037933
0,0,6,nota,-0.0636482260290954,3.025602565739522,0.9030899869919435,3.3113299523037933
0,0,6,volumen,-0.06492741680620326,3.279155662667875,0.9030899869919435,3.3113299523037933
0,0,6,dura,-0.06594368897413366,3.034495938683376,0.9030899869919435,3.3113299523037933
0,0,7,nota,,,0.9030899869919435,3.3113299523037933
0,0,7,volumen,,,0.9030899869919435,3.3113299523037933
0,0,7,dura,,,0.9030899869919435,3.3113299523037933
0,1,2,nota,0.6001240751922673,0.9308552778114902,0.9030899869919435,3.3113299523037933
0,1,2,volumen,0.5934275605296906,1.0404445569483958,0.9030899869919435,3.3113299523037933
0,1,2,dura,1.5398653709979018,-2.849913585893953,0.9030899869919435,3.3113299523037933
0,1,3,nota,0.6588813521668074,0.6477044207986544,0.9030899869919435,3.3113299523037933
0,1,3,volumen,0.6595930614456661,0.742363924377327,0.9030899869919435,3.3113299523037933
0,1,3,dura,1.5196708345282524,-3.1101266042114277,0.9030899869919435,3.3113299523037933
0,1,4,nota,0.679185791574663,0.5272659842125049,0.9030899869919435,3.3113299523037933
0,1,4,volumen,0.6749072311199358,0.6327666873099287,0.9030899869919435,3.3113299523037933
0,1,4,dura,1.3297712374142057,-2.8215461297976057,0.9030899869919435,3.3113299523037933
0,1,5,nota,0.6706183125318643,0.47717973263643265,0.9030899869919435,3.3113299523037933
0,1,5,volumen,0.6392200402252436,0.6543499513746884,0.9030899869919435,3.3113299523037933
0,1,5,dura,0.5556787832826253,-0.6608264373576256,0.9030899869919435,3.3113299523037933
0,1,6,nota,0.11366958654191539,2.07317384579479,0.9030899869919435,3.3113299523037933
0,1,6,volumen,0.06385358295169784,2.3570386087801567,0.9030899869919435,3.3113299523037933
0,1,6,dura,-0.027651866797426972,1.4582009508741867,0.9030899869919435,3.3113299523037933
0,1,7,nota,,,0.9030899869919435,3.3113299523037933
0,1,7,volumen,,,0.9030899869919435,3.3113299523037933
0,1,7,dura,,,0.9030899869919435,3.3113299523037933
0,33,2,nota,0.7049544121579931,0.4381079829010397,0.9030899869919435,3.3113299523037933
0,33,2,volumen,0.7012842345080699,0.9448983233479284,0.9030899869919435,3.3113299523037933
0,33,2,dura,1.3847175118337158,-2.374574741048705,0.9030899869919435,3.3113299523037933
0,33,3,nota,0.7687485399318988,0.12365474481311733,0.9030899869919435,3.3113299523037933
0,33,3,volumen,0.7604961272119574,0.6397091834713566,0.9030899869919435,3.3113299523037933
0,33,3,dura,1.4107178796711883,-2.7431256111770645,0.9030899869919435,3.3113299523037933
0,33,4,nota,0.80001626639859,-0.0394034634392777,0.9030899869919435,3.3113299523037933
0,33,4,volumen,0.7917998977623326,0.47881820094899985,0.9030899869919435,3.3113299523037933
0,33,4,dura,1.2549091908471097,-2.5520379722910347,0.9030899869919435,3.3113299523037933
0,33,5,nota,0.7165055969239392,0.12097156944743559,0.9030899869919435,3.3113299523037933
0,33,5,volumen,0.6483339180433193,0.7966197880895816,0.9030899869919435,3.3113299523037933
0,33,5,dura,0.5727357340156015,-0.696765150751089,0.9030899869919435,3.3113299523037933
0,33,6,nota,0.106357497109702,1.8824345790306758,0.9030899869919435,3.3113299523037933
0,33,6,volumen,0.04489014887565855,2.6328174682161816,0.9030899869919435,3.3113299523037933
0,33,6,dura,-0.024303338031422945,1.426594138339328,0.9030899869919435,3.3113299523037933
0,33,7,nota,,,0.9030899869919435,3.3113299523037933
0,33,7,volumen,,,0.9030899869919435,3.3113299523037933
0,33,7,dura,,,0.9030899869919435,3.3113299523037933
0,56,2,nota,1.0212410942898302,0.08368586951369572,0.9030899869919435,3.3113299523037933
0,56,2,volumen,1.0235871533583165,0.29111563342077407,0.9030899869919435,3.3113299523037933
0,56,2,dura,1.5273059823280757,-1.2160394150782357,0.9030899869919435,3.3113299523037933
0,56,3,nota,1.014731644966334,-0.15693362723205984,0.9030899869919435,3.3113299523037933
0,56,3,volumen,1.0171138106404143,0.05124067734981619,0.9030899869919435,3.3113299523037933
0,56,3,dura,1.5387954385992535,-1.625895033790186,0.9030899869919435,3.3113299523037933
0,56,4,nota,1.000823873905983,-0.2584277095075469,0.9030899869919435,3.3113299523037933
0,56,4,volumen,1.002580392251922,-0.04938577848019676,0.9030899869919435,3.3113299523037933
0,56,4,dura,1.154023440787832,-0.8331927241308803,0.9030899869919435,3.3113299523037933
0,56,5,nota,0.598996890897293,0.7475517842165378,0.9030899869919435,3.3113299523037933
0,56,5,volumen,0.5947063406987839,0.9729259265872523,0.9030899869919435,3.3113299523037933
0,56,5,dura,0.3595532023401449,1.5679059720872175,0.9030899869919435,3.3113299523037933
0,56,6,nota,-0.007615647334432877,2.8232572298713476,0.9030899869919435,3.3113299523037933
0,56,6,volumen,-0.00970375282931033,3.0483112968872748,0.9030899869919435,3.3113299523037933
0,56,6,dura,-0.06384848311308512,3.4725025530683373,0.9030899869919435,3.3113299523037933
0,56,7,nota,,,0.9030899869919435,3.3113299523037933
0,56,7,volumen,,,0.9030899869919435,3.3113299523037933
0,56,7,dura,,,0.9030899869919435,3.3113299523037933
0,57,2,nota,0.8703179159161183,0.33116360327619954,0.9030899869919435,3.3113299523037933
0,57,2,volumen,0.8685209274867329,0.6715394161568855,0.9030899869919435,3.3113299523037933
0,57,2,dura,1.5212658809892716,-1.2639590004888817,0.9030899869919435,3.3113299523037933
0,57,3,nota,0.9061453189429148,0.030384917341562012,0.9030899869919435,3.3113299523037933
0,57,3,volumen,0.9023161027456053,0.3754455693404477,0.9030899869919435,3.3113299523037933
0,57,3,dura,1.520288949058657,-1.6459223674199395,0.9030899869919435,3.3113299523037933
0,57,4,nota,0.9182296251102021,-0.11426771655181689,0.9030899869919435,3.3113299523037933
0,57,4,volumen,0.9154269241347486,0.22880270867553487,0.9030899869919435,3.3113299523037933
0,57,4,dura,1.1915189564394102,-1.011028623757711,0.9030899869919435,3.3113299523037933
0,57,5,nota,0.7507089163099739,0.25606799935522995,0.9030899869919435,3.3113299523037933
0,57,5,volumen,0.7565861764563956,0.5776243238058052,0.9030899869919435,3.3113299523037933
0,57,5,dura,0.3945177160714654,1.3598171519482536,0.9030899869919435,3.3113299523037933
0,57,6,nota,0.09380687906159212,2.232825176608456,0.9030899869919435,3.3113299523037933
0,57,6,volumen,0.0988637750251542,2.5469054571909213,0.9030899869919435,3.3113299523037933
0,57,6,dura,-0.061247730998403846,3.310878982397333,0.9030899869919435,3.3113299523037933
0,57,7,nota,,,0.9030899869919435,3.3113299523037933
0,57,7,volumen,,,0.9030899869919435,3.3113299523037933
0,57,7,dura,,,0.9030899869919435,3.3113299523037933
0,108,2,nota,0.5231032542023771,0.49181242091755983,0.9030899869919435,3.3113299523037933
0,108,2,volumen,0.5233113393849068,0.7250544585148138,0.9030899869919435,3.3113299523037933
0,108,2,dura,1.826022426066824,-2.257626589570677,0.9030899869919435,3.3113299523037933
0,108,3,nota,0.4805743429337985,0.4590560955359906,0.9030899869919435,3.3113299523037933
0,108,3,volumen,0.48026492289232364,0.693079556947289,0.9030899869919435,3.3113299523037933
0,108,3,dura,1.6408092661118896,-2.1482565767676056,0.9030899869919435,3.3113299523037933
0,108,4,nota,0.5124693423898394,0.28604478356199237,0.9030899869919435,3.3113299523037933
0,108,4,volumen,0.5121768227874112,0.5200088280388206,0.9030899869919435,3.3113299523037933
0,108,4,dura,0.8018124586429509,-0.005881902745998202,0.9030899869919435,3.3113299523037933
0,108,5,nota,0.3243497239053576,0.8102000634895395,0.9030899869919435,3.3113299523037933
0,108,5,volumen,0.32374328501217947,1.045184932052978,0.9030899869919435,3.3113299523037933
