instrumento,nota,volumen,dura,empieza,termina
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
-1.0,-1.0,0.0,3.7305600000000005,0.0,3.7305600000000005
