instrumento,nota,volumen,dura,empieza,termina
-1.0,76,127,0.3094658750000001,1.171115958333333,1.4805818333333332
-1.0,76,127,0.32766974999999987,1.7415040416666663,2.069173791666666
-1.0,76,127,0.07888345833333332,2.3240280416666663,2.4029114999999996
-1.0,76,127,0.07281549999999992,2.609222083333333,2.682037583333333
-1.0,76,127,0.07281549999999992,2.9004840833333327,2.9732995833333327
-1.0,76,127,0.06674754166666652,3.191746083333333,3.2584936249999994
-1.0,39,127,0.18507272916666673,3.4951439999999994,3.6802167291666663
-1.0,42,127,0.06067958333333312,3.7864059999999995,3.8470855833333326
-1.0,42,127,0.054611625000000164,3.9320369999999993,3.9866486249999995
-1.0,39,127,0.1972086458333333,4.077667999999999,4.2748766458333325
-1.0,42,127,0.05461162500000061,4.368929999999999,4.4235416249999995
-1.0,42,127,0.05461162499999972,4.514561,4.569172624999999
-1.0,39,127,0.200242625,4.6601919999999994,4.860434625
-1.0,42,127,0.06067958333333312,4.951453999999999,5.012133583333332
-1.0,42,127,0.05461162500000061,5.097084999999999,5.151696625
-1.0,39,127,0.19114068750000035,5.242715999999999,5.433856687499999
-1.0,42,127,0.06067958333333312,5.533977999999999,5.5946575833333325
-1.0,42,127,0.05461162499999972,5.679608999999999,5.734220624999999
-1.0,39,127,0.1911406874999999,5.825239999999999,6.016380687499999
-1.0,42,127,0.06067958333333312,6.116501999999999,6.177181583333332
-1.0,42,127,0.05461162500000061,6.262132999999999,6.316744624999999
-1.0,39,127,0.19114068749999946,6.407763999999999,6.598904687499999
-1.0,42,127,0.06067958333333312,6.699025999999999,6.759705583333332
-1.0,42,127,0.04854366666666632,6.844656999999999,6.893200666666665
-1.0,39,127,0.1850727291666665,6.990287999999999,7.175360729166665
-1.0,42,127,0.07281549999999992,7.281549999999998,7.354365499999998
-1.0,42,127,0.05461162499999972,7.427180999999999,7.481792624999999
-1.0,39,127,0.1911406874999999,7.572811999999999,7.763952687499999
-1.0,42,127,0.06674754166666652,7.864073999999999,7.930821541666665
-1.0,42,127,0.04854366666666721,8.009704999999999,8.058248666666666
-1.0,38,127,0.19619731944444455,8.155335999999998,8.351533319444442
-1.0,42,127,0.06067958333333401,8.446597999999998,8.507277583333332
-1.0,42,127,0.04854366666666721,8.592228999999998,8.640772666666665
-1.0,39,127,0.18203875000000114,8.737859999999998,8.919898749999998
-1.0,42,127,0.06674754166666652,9.029122,9.095869541666666
-1.0,42,127,0.04854366666666543,9.174752999999999,9.223296666666664
-1.0,39,127,0.18810670833333276,9.320383999999999,9.508490708333332
-1.0,42,127,0.06674754166666652,9.611645999999999,9.678393541666665
-1.0,42,127,0.04854366666666721,9.757276999999998,9.805820666666666
-1.0,39,127,0.17597079166666685,9.902907999999998,10.078878791666664
-1.0,42,127,0.06674754166666652,10.194169999999998,10.260917541666664
-1.0,42,127,0.05461162499999972,10.339800999999998,10.394412624999998
-1.0,39,127,0.17597079166666685,10.485431999999998,10.661402791666664
-1.0,42,127,0.0667475416666683,10.776693999999997,10.843441541666666
-1.0,42,127,0.05461162499999972,10.922324999999999,10.976936624999999
-1.0,39,127,0.16990283333333256,11.067955999999999,11.23785883333333
-1.0,42,127,0.06674754166666652,11.359217999999998,11.425965541666665
-1.0,42,127,0.04854366666666721,11.504848999999998,11.553392666666666
-1.0,39,127,0.17597079166666685,11.650479999999998,11.826450791666666
