titulo,tipo,artista,fecha-lanzamiento,generos,id
Obsessed (Deluxe),EP,Yahritza y su Esencia,2022,"latin, corrido",fa2817ff-b414-4b01-8ac7-464f783c39ce
Corridos de mi pluma,EP,Tony Robles,2023,"regional mexicano, corrido, sierreño, sierreño-banda",e1c12180-baab-4549-bb37-549a3fc6db9a
