titulo,tipo,artista,fecha-lanzamiento,generos,id
Quiero saber,Album,Luis Miguel del Amargue,,bachata,edc6e617-6caf-4081-9e15-e6cddeb998ce
Tres palabras,Album,Elvis Martínez,,bachata,e7485f55-a96f-4aa6-b75f-26448980b9a1
Domingo tropical 2,Album,DJ Cochano,,"salsa, latin, bachata",7c13248b-63e0-4349-9e13-2d1878920977
La última rumba / El manisero - Siboney,Single,Celeste Mendoza,,"jazz, latin, bachata, guaguancó",1bad9578-f683-46e5-8623-86590b4484de
Salsa.It Compilation Vol. 2,Album,Various Artists,,"salsa, latin, reggaeton, bachata",
Salsa.IT Compilation Vol.4,Album,Various Artists,,"salsa, latin, reggaeton, bachata",
