instrumento_nombre,instrumento,nota,nota_nombre,volumen,dura,empieza,termina
Percussion,-1,58,B3,127,0.09633032500000001,2.201836,2.298166325
Percussion,-1,62,D4,127,0.06880737499999956,2.4770655,2.5458728749999997
Percussion,-1,73,C#5,127,0.068807375,2.6146802499999997,2.6834876249999997
Percussion,-1,53,F#3,116,0.1032110625,2.7522949999999997,2.8555060625
Percussion,-1,65,F4,119,0.068807375,2.8899097499999997,2.9587171249999997
Percussion,-1,65,F4,127,0.068807375,2.9587171249999997,3.0275244999999997
Percussion,-1,62,D4,127,0.08600921875,3.0275244999999997,3.11353371875
Percussion,-1,73,C#5,127,0.068807375,3.1651392499999997,3.2339466249999997
Percussion,-1,56,G#3,118,0.08256885,3.3027539999999993,3.385322849999999
Percussion,-1,61,C#4,127,0.09174316666666667,3.5779834999999998,3.6697266666666666
Percussion,-1,69,A4,127,0.068807375,3.7155982499999998,3.7844056249999998
Percussion,-1,53,F#3,116,0.1032110625,3.8532129999999998,3.9564240625
Percussion,-1,65,F4,127,0.068807375,3.99082775,4.059635125
Percussion,-1,62,D4,127,0.08600921874999967,4.1284425,4.21445171875
Percussion,-1,73,C#5,127,0.06880737499999956,4.26605725,4.334864625
Percussion,-1,53,F#3,116,0.08600921874999967,4.403672,4.48968121875
Percussion,-1,65,F4,105,0.06880737499999956,4.54128675,4.610094125
Percussion,-1,65,F4,127,0.06880737500000045,4.610094125,4.6789015
Percussion,-1,62,D4,127,0.08600921874999967,4.6789015,4.76491071875
Percussion,-1,73,C#5,127,0.06880737499999956,4.81651625,4.885323625
Percussion,-1,56,G#3,118,0.08256884999999947,4.954131,5.03669985
Percussion,-1,61,C#4,127,0.09174316666666697,5.229360499999999,5.321103666666667
Percussion,-1,69,A4,113,0.10321106250000023,5.366975249999999,5.470186312499999
Percussion,-1,56,G#3,118,0.11009180000000036,5.504589999999999,5.6146818
Percussion,-1,62,D4,127,0.06880737500000045,5.779819499999999,5.848626875
Percussion,-1,73,C#5,127,0.06880737500000045,5.9174342499999995,5.986241625
Percussion,-1,56,G#3,118,0.08256885000000036,6.0550489999999995,6.13761785
Percussion,-1,65,F4,127,0.06880737500000045,6.1926637499999995,6.261471125
Percussion,-1,62,D4,127,0.06880737500000045,6.3302784999999995,6.399085875
Percussion,-1,73,C#5,127,0.06880737500000045,6.4678932499999995,6.536700625
Percussion,-1,54,F#3,121,0.14621567187500029,6.6055079999999995,6.751723671875
Percussion,-1,59,C4,127,0.06880737500000045,6.8807374999999995,6.949544875
Percussion,-1,57,A#3,127,0.06880737500000045,7.0183522499999995,7.087159625
Percussion,-1,53,F#3,127,0.16513770000000036,7.1559669999999995,7.3211047
Percussion,-1,53,F#3,127,0.06880737500000045,7.4311964999999995,7.500003875
Percussion,-1,57,A#3,127,0.06880737500000045,7.5688112499999995,7.637618625
Percussion,-1,53,F#3,127,0.16513770000000055,7.706425999999999,7.871563699999999
Percussion,-1,59,C4,127,0.06880737499999956,7.9816555,8.050462875
Percussion,-1,57,A#3,127,0.06880737500000045,8.11927025,8.188077625
Percussion,-1,53,F#3,127,0.16513769999999894,8.256885,8.4220227
Percussion,-1,53,F#3,127,0.06880737499999867,8.5321145,8.600921875
Percussion,-1,57,A#3,127,0.06880737500000045,8.66972925,8.738536625
Percussion,-1,53,F#3,127,0.16513769999999894,8.807344,8.9724817
Percussion,-1,59,C4,127,0.09174316666666549,9.0825735,9.174316666666666
Percussion,-1,57,A#3,127,0.06880737500000045,9.22018825,9.288995625
Percussion,-1,53,F#3,127,0.16513769999999894,9.357803,9.5229407
Percussion,-1,53,F#3,127,0.06880737499999867,9.6330325,9.701839875
Percussion,-1,57,A#3,127,0.06880737500000045,9.77064725,9.839454625
Percussion,-1,53,F#3,127,0.16513769999999858,9.908262,10.0733997
Percussion,-1,59,C4,127,0.09174316666666726,10.183491499999999,10.275234666666666
Percussion,-1,57,A#3,127,0.06880737500000045,10.32110625,10.389913625
Percussion,-1,53,F#3,127,0.17889917500000047,10.458720999999999,10.637620174999999
Percussion,-1,53,F#3,127,0.06880737500000045,10.733950499999999,10.802757875
Percussion,-1,57,A#3,127,0.06880737500000045,10.87156525,10.940372625
Percussion,-1,53,F#3,127,0.16513770000000036,11.009179999999999,11.1743177
Percussion,-1,59,C4,127,0.09174316666666726,11.2844095,11.376152666666668
Percussion,-1,57,A#3,127,0.06880737500000045,11.42202425,11.490831625
Percussion,-1,53,F#3,127,0.16513770000000036,11.559638999999999,11.7247767
Percussion,-1,53,F#3,127,0.08600921875000056,11.834868499999999,11.920877718749999
Percussion,-1,57,A#3,127,0.06880737500000045,11.97248325,12.041290625
Percussion,-1,53,F#3,127,0.17889917500000047,12.110097999999999,12.288997174999999
Percussion,-1,59,C4,127,0.09174316666666726,12.385327499999997,12.477070666666664
Percussion,-1,57,A#3,125,0.06880737500000045,12.52294225,12.591749625
Percussion,-1,53,F#3,127,0.17889917500000047,12.660556999999999,12.839456174999999
Percussion,-1,53,F#3,127,0.08600921875000056,12.935786499999999,13.021795718749999
Percussion,-1,57,A#3,127,0.06880737500000045,13.07340125,13.142208625
Percussion,-1,53,F#3,127,0.17889917500000047,13.211015999999997,13.389915174999997
Percussion,-1,59,C4,127,0.06880737500000045,13.4862455,13.555052875000001
Percussion,-1,57,A#3,127,0.06880737500000045,13.62386025,13.692667625
Percussion,-1,53,F#3,127,0.16513770000000036,13.761474999999999,13.9266127
Percussion,-1,54,G3,127,0.08600921875000056,14.036704499999999,14.12271371875
Percussion,-1,73,C#5,127,0.06880737500000045,14.17431925,14.243126625
Percussion,-1,53,F3,117,0.17201843750000054,14.311933999999999,14.4839524375
Percussion,-1,48,C3,127,0.06880737500000045,14.380741375,14.44954875
Percussion,-1,48,C3,127,0.06880737500000045,14.44954875,14.518356125
Percussion,-1,48,C3,88,0.06880737499999867,14.518356125,14.587163499999999
Percussion,-1,61,D4,127,0.09174316666666726,14.587163499999997,14.678906666666665
Percussion,-1,73,C#5,119,0.06880737500000045,14.72477825,14.793585625
Percussion,-1,55,G3,127,0.17889917500000047,14.862393,15.041292175
Percussion,-1,48,C3,127,0.06880737500000045,14.931200375,15.00000775
Percussion,-1,48,C3,127,0.06880737500000045,15.00000775,15.068815125
Percussion,-1,48,C3,127,0.06880737499999867,15.068815125,15.137622499999999
Percussion,-1,55,G3,127,0.08600921875000056,15.137622499999999,15.22363171875
Percussion,-1,73,C#5,124,0.06880737499999867,15.27523725,15.344044624999999
Percussion,-1,58,B3,127,0.2522937083333338,15.412851999999999,15.665145708333332
Percussion,-1,68,G#4,127,0.10321106250000067,15.6880815,15.7912925625
Percussion,-1,73,C#5,124,0.06880737499999867,15.82569625,15.894503624999999
Percussion,-1,60,C#4,127,0.27522950000000074,15.963311,16.2385405
Percussion,-1,61,C#4,127,0.11467895833333348,16.2385405,16.35321945833333
Percussion,-1,73,C#5,127,0.06880737499999867,16.37615525,16.444962625
Percussion,-1,58,A#3,119,0.25229370833333203,16.513769999999997,16.76606370833333
Percussion,-1,61,C#4,127,0.11467895833333348,16.7889995,16.90367845833333
Percussion,-1,73,C#5,127,0.06880737499999867,16.92661425,16.995421625
Percussion,-1,58,A#3,119,0.2408258124999989,17.064229,17.3050548125
Percussion,-1,61,C#4,127,0.11467895833333348,17.3394585,17.45413745833333
Percussion,-1,73,C#5,127,0.06880737499999867,17.47707325,17.545880625
Percussion,-1,60,C#4,116,0.3047183749999987,17.614688,17.919406375
Percussion,-1,61,C#4,127,0.09174316666666608,17.8899175,17.981660666666667
Percussion,-1,73,C#5,127,0.06880737499999867,18.02753225,18.096339625
Percussion,-1,58,A#3,119,0.2637616041666651,18.165147,18.428908604166665
Percussion,-1,61,C#4,127,0.11467895833333348,18.4403765,18.55505545833333
Percussion,-1,73,C#5,127,0.06880737499999867,18.57799125,18.646798625
Percussion,-1,58,A#3,119,0.27522949999999885,18.715606000000005,18.990835500000003
Percussion,-1,61,C#4,127,0.11467895833333348,18.9908355,19.10551445833333
Percussion,-1,73,C#5,127,0.06880737499999867,19.12845025,19.197257625
Percussion,-1,58,A#3,119,0.27522949999999885,19.266065,19.5412945
Percussion,-1,61,C#4,127,0.11467895833333348,19.5412945,19.65597345833333
Percussion,-1,73,C#5,127,0.06880737499999867,19.67890925,19.747716625
Percussion,-1,58,A#3,119,0.27522949999999763,19.816524,20.0917535
Percussion,-1,61,C#4,127,0.09174316666666608,20.0917535,20.183496666666667
Percussion,-1,73,C#5,124,0.06880737499999867,20.22936825,20.298175625
Percussion,-1,58,A#3,119,0.2637616041666681,20.366983,20.63074460416667
Percussion,-1,61,C#4,127,0.11467895833333348,20.6422125,20.75689145833333
Percussion,-1,73,C#5,124,0.06880737499999867,20.77982725,20.848634625
Percussion,-1,58,A#3,119,0.2637616041666675,20.917441999999998,21.181203604166665
Percussion,-1,61,C#4,127,0.09174316666666608,21.1926715,21.284414666666667
Percussion,-1,73,C#5,127,0.06880737499999867,21.33028625,21.399093625
Percussion,-1,58,A#3,119,0.2752295000000012,21.467900999999998,21.7431305
Percussion,-1,61,C#4,127,0.11467895833333348,21.743130499999996,21.857809458333328
Percussion,-1,73,C#5,119,0.06880737499999867,21.88074525,21.949552625
Percussion,-1,58,A#3,119,0.2866973958333349,22.018359999999998,22.305057395833334
Percussion,-1,61,C#4,127,0.09174316666666608,22.2935895,22.385332666666667
Percussion,-1,73,C#5,119,0.06880737499999867,22.43120425,22.500011625
Percussion,-1,58,A#3,119,0.2866973958333349,22.568818999999994,22.85551639583333
Percussion,-1,61,C#4,127,0.09174316666666608,22.8440485,22.935791666666667
Percussion,-1,73,C#5,124,0.06880737499999867,22.98166325,23.050470625
Percussion,-1,58,A#3,119,0.2866973958333349,23.119277999999998,23.405975395833334
Percussion,-1,65,F4,97,0.06880737500000222,23.25689275,23.325700125
Percussion,-1,65,F4,127,0.06880737499999867,23.325700125,23.3945075
Percussion,-1,67,G4,127,0.09174316666666608,23.3945075,23.486250666666667
Percussion,-1,73,C#5,112,0.06880737499999867,23.53212225,23.600929625
Percussion,-1,61,D4,127,0.25229370833333437,23.669736999999998,23.92203070833333
Percussion,-1,60,C4,111,0.06880737499999867,23.944966500000003,24.013773875000002
Percussion,-1,43,G2,99,0.06880737500000222,24.013773875,24.08258125
