Track,Event Type,Midi Note,Note Name,Velocity,Duration (seconds),Time (seconds)
0,note_on,66,F#4,0.3543307086614173,0.07731962499999989,2.1649495
0,note_on,54,F#3,0.4881889763779528,0.19329906249999995,2.474228
0,note_on,78,F#5,0.44881889763779526,0.1288660416666665,2.474228
0,note_on,66,F#4,0.6614173228346457,0.3350517083333333,2.474228
0,note_on,74,D5,0.7244094488188977,0.18685576041666652,2.62886725
0,note_on,59,B3,0.4645669291338583,0.23195887500000012,2.62886725
0,note_on,71,B4,0.7637795275590551,0.09020622916666632,2.7835065
0,note_on,62,D4,0.5433070866141733,0.09020622916666632,2.7835065
0,note_on,66,F#4,0.8031496062992126,0.1997423645833334,2.9381457500000003
0,note_on,78,F#5,0.6614173228346457,0.19329906249999995,2.9381457500000003
0,note_on,54,F#3,0.6141732283464567,0.1997423645833334,2.9381457500000003
0,note_on,74,D5,0.8031496062992126,0.1739691562500001,3.24742425
0,note_on,59,B3,0.7244094488188977,0.18041245833333353,3.24742425
0,note_on,62,D4,0.6141732283464567,0.06443302083333347,3.4020635
0,note_on,71,B4,0.4645669291338583,0.07087632291666646,3.4020635
0,note_on,66,F#4,0.7244094488188977,0.20618566666666638,3.5567027500000004
0,note_on,54,F#3,0.49606299212598426,0.19329906249999995,3.5567027500000004
0,note_on,78,F#5,0.5669291338582677,0.22551557291666624,3.5567027500000004
0,note_on,59,B3,0.7244094488188977,0.1739691562500001,3.86598125
0,note_on,74,D5,0.6929133858267716,0.1739691562500001,3.86598125
0,note_on,71,B4,0.5669291338582677,0.0708763229166669,4.0206205
0,note_on,62,D4,0.6377952755905512,0.07731962500000034,4.0206205
0,note_on,66,F#4,0.7244094488188977,0.19974236458333294,4.17525975
0,note_on,78,F#5,0.5275590551181102,0.2770619895833333,4.17525975
0,note_on,54,F#3,0.44881889763779526,0.1739691562500001,4.17525975
0,note_on,59,B3,0.6929133858267716,0.4188146354166671,4.48453825
0,note_on,74,D5,0.8031496062992126,0.1932990625000004,4.48453825
0,note_on,62,D4,0.7637795275590551,0.16752585416666577,4.639177500000001
0,note_on,71,B4,0.889763779527559,0.08376292708333288,4.639177500000001
0,note_on,66,F#4,0.7244094488188977,0.05798971875000003,4.79381675
0,note_on,64,E4,0.7244094488188977,0.315721802083333,4.948456
0,note_on,76,E5,0.48031496062992124,0.12886604166666693,4.948456
0,note_on,52,E3,0.36220472440944884,0.19974236458333294,4.948456
0,note_on,71,B4,0.8031496062992126,0.19974236458333294,5.10309525
0,note_on,55,G3,0.5669291338582677,0.19974236458333294,5.10309525
0,note_on,67,G4,0.8031496062992126,0.0902062291666672,5.2577345
0,note_on,59,B3,0.6929133858267716,0.0902062291666672,5.2577345
0,note_on,62,D4,0.6929133858267716,0.20618566666666638,5.41237375
0,note_on,50,D3,0.5433070866141733,0.16108255208333233,5.41237375
0,note_on,74,D5,0.6377952755905512,0.1739691562500001,5.41237375
0,note_on,75,D#5,0.7244094488188977,0.15463925000000067,5.72165225
0,note_on,51,D#3,0.7244094488188977,0.20618566666666727,5.72165225
0,note_on,63,D#4,0.6614173228346457,0.15463925000000067,5.72165225
