instrumento,nota,volumen,dura,empieza,termina
-1.0,65.0,127.0,0.038190166666666636,1.333184,1.3713741666666666
-1.0,-1.0,0.0,0.1284578333333335,1.3713741666666666,1.499832
-1.0,65.0,127.0,0.05554933333333323,1.499832,1.5553813333333333
-1.0,-1.0,0.0,0.11109866666666668,1.5553813333333333,1.66648
-1.0,64.0,127.0,0.05554933333333345,1.66648,1.7220293333333334
-1.0,-1.0,0.0,0.11109866666666646,1.7220293333333334,1.8331279999999999
-1.0,65.0,127.0,0.0520775,1.8331279999999999,1.8852054999999999
-1.0,-1.0,0.0,0.11457050000000013,1.8852054999999999,1.999776
-1.0,65.0,127.0,0.041661999999999866,1.999776,2.041438
-1.0,-1.0,0.0,0.12498600000000026,2.041438,2.166424
-1.0,65.0,127.0,0.05207749999999978,2.166424,2.2185015
-1.0,-1.0,0.0,0.11457050000000013,2.2185015,2.333072
-1.0,66.0,127.0,0.06249299999999991,2.333072,2.395565
-1.0,61.0,127.0,0.06249299999999991,2.3365438333333333,2.399036833333333
-1.0,-1.0,0.0,0.10068316666666677,2.399036833333333,2.49972
-1.0,64.0,127.0,0.05554933333333345,2.49972,2.5552693333333334
-1.0,-1.0,0.0,0.11109866666666646,2.5552693333333334,2.666368
-1.0,65.0,127.0,0.04166200000000009,2.666368,2.70803
-1.0,-1.0,0.0,0.12498599999999982,2.70803,2.8330159999999998
-1.0,65.0,127.0,0.05207750000000022,2.8330159999999998,2.8850935
-1.0,-1.0,0.0,0.11457050000000057,2.8850935,2.9996640000000006
-1.0,64.0,127.0,0.05207749999999978,2.9996640000000006,3.0517415000000003
-1.0,-1.0,0.0,0.11457049999999969,3.0517415000000003,3.166312
-1.0,64.0,127.0,0.05207749999999978,3.166312,3.2183895
-1.0,-1.0,0.0,0.11457050000000013,3.2183895,3.33296
-1.0,64.0,127.0,0.05554933333333345,3.33296,3.3885093333333334
-1.0,-1.0,0.0,0.11109866666666646,3.3885093333333334,3.499608
-1.0,65.0,127.0,0.031246499999999955,3.499608,3.5308545
-1.0,-1.0,0.0,0.1354014999999995,3.5308545,3.6662559999999993
-1.0,64.0,127.0,0.05554933333333345,3.6662559999999993,3.7218053333333327
-1.0,-1.0,0.0,0.11109866666666779,3.7218053333333327,3.8329040000000005
-1.0,64.0,127.0,0.055549333333333006,3.8329040000000005,3.8884533333333335
-1.0,-1.0,0.0,0.11109866666666646,3.8884533333333335,3.999552
-1.0,65.0,127.0,0.03819016666666686,3.999552,4.037742166666667
-1.0,-1.0,0.0,0.12845783333333305,4.037742166666667,4.1662
-1.0,65.0,127.0,0.05554933333333345,4.1662,4.221749333333333
-1.0,-1.0,0.0,0.1110986666666669,4.221749333333333,4.332848
-1.0,64.0,127.0,0.05207749999999933,4.332848,4.3849255
-1.0,-1.0,0.0,0.11457050000000013,4.3849255,4.499496
