instrumento,nota,volumen,dura,empieza,termina
-1.0,62,94,0.05092578333333329,13.460023433333333,13.510949216666667
-1.0,65,67,0.03472212500000005,13.598911933333333,13.633634058333334
-1.0,73,83,0.023148083333333958,13.737800433333334,13.760948516666668
-1.0,70,85,0.04629616666666614,13.730856008333333,13.777152175
-1.0,54,98,0.04629616666666614,13.737800433333334,13.7840966
-1.0,70,66,0.04629616666666614,13.869744508333333,13.916040675
-1.0,66,97,0.04629616666666614,13.876688933333334,13.9229851
-1.0,70,82,0.04629616666666614,14.008633008333334,14.054929175
-1.0,58,91,0.04629616666666614,14.015577433333334,14.0618736
-1.0,51,85,0.04629616666666614,14.154465933333334,14.2007621
-1.0,70,66,0.0694442500000001,14.147521508333334,14.216965758333334
-1.0,73,99,0.04629616666666614,14.27020635,14.316502516666667
-1.0,62,106,0.04629616666666614,14.293354433333334,14.3396506
-1.0,70,80,0.0694442500000001,14.286410008333334,14.355854258333334
-1.0,57,98,0.04629616666666614,14.40909485,14.455391016666667
-1.0,70,63,0.04629616666666614,14.425298508333334,14.471594675
-1.0,61,91,0.046296166666667915,14.432242933333333,14.4785391
-1.0,70,80,0.04629616666666614,14.564187008333334,14.610483175
-1.0,58,98,0.046296166666667915,14.571131433333333,14.617427600000001
-1.0,60,57,0.046296166666667915,14.710019933333333,14.756316100000001
-1.0,70,64,0.0694442500000001,14.703075508333333,14.772519758333333
-1.0,73,85,0.023148083333333958,14.848908433333333,14.872056516666667
-1.0,70,82,0.046296166666667915,14.841964008333333,14.888260175000001
-1.0,42,95,0.0694442500000001,14.82576035,14.8952046
-1.0,61,96,0.04629616666666614,14.848908433333333,14.8952046
-1.0,73,99,0.046296166666667915,14.96464885,15.010945016666668
-1.0,57,69,0.04629616666666614,14.987796933333334,15.0340931
-1.0,60,87,0.023148083333333958,15.126685433333334,15.149833516666668
-1.0,74,106,0.0694442500000001,15.10353735,15.1729816
-1.0,70,87,0.04629616666666614,15.126685433333334,15.1729816
-1.0,51,83,0.04629616666666614,15.265573933333334,15.3118701
-1.0,70,58,0.0694442500000001,15.258629508333334,15.328073758333334
-1.0,66,97,0.04629616666666614,15.404462433333334,15.4507586
-1.0,42,87,0.04629616666666614,15.52020285,15.566499016666667
-1.0,66,81,0.04629616666666614,15.543350933333334,15.5896471
-1.0,61,93,0.046296166666667915,15.682239433333333,15.7285356
-1.0,65,72,0.046296166666667915,15.821127933333333,15.867424100000001
-1.0,61,91,0.03703693333333433,15.960016433333333,15.997053366666668
-1.0,73,104,0.046296166666667915,16.098904933333333,16.1452011
-1.0,70,62,0.0694442500000001,16.091960508333333,16.161404758333333
-1.0,60,80,0.0694442500000001,16.098904933333333,16.168349183333333
-1.0,61,86,0.04050914583333487,16.237793433333334,16.27830257916667
-1.0,51,81,0.046296166666667915,16.376681933333334,16.4229781
-1.0,70,59,0.0694442500000001,16.369737508333333,16.439181758333334
-1.0,70,82,0.046296166666667915,16.508626008333334,16.554922175
-1.0,65,106,0.046296166666667915,16.515570433333334,16.561866600000002
-1.0,58,87,0.02314808333333218,16.654458933333334,16.677607016666666
-1.0,70,57,0.046296166666667915,16.647514508333334,16.693810675
-1.0,63,118,0.046296166666667915,16.654458933333334,16.700755100000002
-1.0,70,93,0.046296166666667915,16.786403008333334,16.832699175000002
-1.0,57,96,0.046296166666667915,16.793347433333334,16.839643600000002
-1.0,70,60,0.0694442500000001,16.925291508333334,16.994735758333334
-1.0,61,82,0.046296166666667915,16.955384016666667,17.001680183333335
-1.0,73,76,0.023148083333335734,17.07112443333333,17.094272516666667
-1.0,70,80,0.046296166666667915,17.064180008333334,17.110476175000002
-1.0,52,97,0.04629616666667147,17.07112443333333,17.117420600000003
-1.0,61,87,0.02314808333333218,17.117420600000003,17.140568683333335
-1.0,57,95,0.0347221250000036,17.21001293333333,17.244735058333333
-1.0,70,58,0.0694442500000001,17.203068508333335,17.272512758333335
-1.0,61,93,0.04629616666666436,17.256309100000003,17.302605266666667
-1.0,74,97,0.04629616666667147,17.34890143333333,17.395197600000003
-1.0,70,85,0.06944425000000365,17.34195700833333,17.411401258333335
-1.0,42,70,0.023148083333335734,17.48778993333333,17.510938016666667
-1.0,70,57,0.06944425000000365,17.48084550833333,17.550289758333335
