instrumento,nota,volumen,dura,empieza,termina
-1.0,50,127,0.11006916927083266,7.999980000000001,8.110049169270834
-1.0,70,112,0.07361092708333317,8.166646250000001,8.240257177083334
-1.0,73,121,0.2784715260416659,7.999980000000001,8.278451526041668
-1.0,50,120,0.08055535416666704,8.3333125,8.413867854166668
-1.0,54,114,0.09305532291666693,8.49997875,8.593034072916668
-1.0,70,119,0.08749978124999913,8.666645,8.75414478125
-1.0,56,123,0.3097214479166661,8.49997875,8.809700197916666
-1.0,45,110,0.09444420833333211,8.833311250000001,8.927755458333333
-1.0,69,112,0.316665875,8.666645,8.983310875
-1.0,56,118,0.20555504166666516,8.833311250000001,9.038866291666666
-1.0,70,127,0.08749978125000091,8.9999775,9.08747728125
-1.0,54,114,0.07777758333333366,9.16664375,9.244421333333333
-1.0,57,109,0.10138863541666628,9.33331,9.434698635416668
-1.0,77,124,0.45555441666666674,8.9999775,9.455531916666667
-1.0,32,99,0.13611077083333356,9.33331,9.469420770833334
-1.0,70,90,0.06666649999999841,9.499976250000001,9.56664275
-1.0,69,102,0.309721447916667,9.33331,9.643031447916668
-1.0,35,127,0.7055537916666665,8.9999775,9.705531291666667
-1.0,56,126,0.13472188541666733,9.6666425,9.801364385416667
-1.0,69,99,0.07708314062500055,9.83330875,9.910391890625
-1.0,50,125,0.08055535416666659,9.999975000000001,10.080530354166667
-1.0,35,127,0.3513880104166667,9.83330875,10.184696760416667
-1.0,57,102,0.1060182534722216,10.166641250000001,10.272659503472223
-1.0,69,102,0.32361030208333297,9.999975000000001,10.323585302083334
-1.0,32,127,0.18472176041666621,10.166641250000001,10.351363010416668
-1.0,70,127,0.10138863541666687,10.3333075,10.434696135416667
-1.0,77,127,0.441665562499999,9.999975000000001,10.4416405625
-1.0,54,109,0.08055535416666651,10.49997375,10.580529104166667
-1.0,50,121,0.1100691692708331,10.666640000000001,10.776709169270834
-1.0,70,88,0.07361092708333494,10.83330625,10.906917177083335
-1.0,69,102,0.29583259374999926,10.666640000000001,10.96247259375
-1.0,35,127,0.6499983750000009,10.3333075,10.983305875000001
-1.0,77,127,0.33055472916666595,10.666640000000001,10.997194729166667
-1.0,50,115,0.08229146093750028,10.9999725,11.0822639609375
-1.0,54,115,0.09999974999999957,11.16663875,11.266638500000001
-1.0,70,127,0.09444420833333211,11.333305000000001,11.427749208333333
-1.0,56,125,0.3444435833333337,11.16663875,11.511082333333334
-1.0,70,88,0.06666650000000018,11.49997125,11.56663775
-1.0,69,112,0.30277702083333224,11.333305000000001,11.636082020833333
-1.0,44,119,0.17314771527777909,11.49997125,11.673118965277778
-1.0,70,127,0.10833306249999985,11.6666375,11.7749705625
-1.0,54,117,0.0833331249999997,11.83330375,11.916636875
-1.0,77,127,0.42083228125000005,11.6666375,12.08746978125
-1.0,50,111,0.11527748958333284,11.999970000000001,12.115247489583334
-1.0,70,83,0.07361092708333494,12.16663625,12.240247177083335
-1.0,69,99,0.316665875,11.999970000000001,12.316635875000001
-1.0,35,124,0.6916649375000006,11.6666375,12.3583024375
-1.0,56,124,0.12916634375000022,12.3333025,12.46246884375
-1.0,69,100,0.07361092708333317,12.49996875,12.573579677083334
-1.0,50,118,0.08055535416666615,12.666635000000001,12.747190354166667
-1.0,35,127,0.35833243749999966,12.49996875,12.8583011875
-1.0,45,89,0.08402756770833442,12.83330125,12.917328817708334
-1.0,77,127,0.2749993125000003,12.666635000000001,12.941634312500002
-1.0,56,119,0.13958298437500094,12.83330125,12.972884234375002
-1.0,69,112,0.3444435833333337,12.666635000000001,13.011078583333335
-1.0,52,127,0.17430511979166674,12.9999675,13.174272619791667
-1.0,54,115,0.08749978124999984,13.166633749999999,13.254133531249998
-1.0,50,127,0.11006916927083266,13.333300000000001,13.443369169270834
-1.0,70,112,0.07361092708333494,13.49996625,13.573577177083335
-1.0,73,121,0.2784715260416659,13.333300000000001,13.611771526041668
-1.0,50,120,0.08055535416666659,13.6666325,13.747187854166667
-1.0,54,114,0.09305532291666622,13.83329875,13.926354072916666
